x,y
4.387821809211412,11.240088976600187
5.474136752138244,20.042695830106773
3.591648261818684,5.763536929661871
1.1525012496952471,1.4252632160088756
4.925879806965068,15.038034945764586
4.808098076643588,13.490358532733472
4.249819653888826,11.832211154931427
2.6880758570181396,4.379184474246041
1.0829391446392806,1.8117517376447319
3.9894998940554256,8.549589147995462
5.010984903770199,15.31095804741559
1.909124836035503,1.5810979696693592
4.641081743059297,12.861288138694645
1.70042007618262,1.3187897433819606
4.075036133495849,9.723110685960059
4.659969709057025,13.85903128323879
5.812236474710556,26.974171972089998
4.515094794475889,11.878406130145912
3.553736512887829,5.487419900264136
3.7760040579973118,9.740351340263711
2.2199482168954177,2.7042744604519866
2.7460478730633042,4.503792720252777
5.162213204002109,16.277661986474538
5.17651247794619,15.45390930781668
2.616014660103776,2.60556875027722
1.6353025632594238,0.6618220303689937
5.680773870803905,22.813696325584413
5.858910413604804,26.974182934001874
3.6237821581611893,6.171249052427695
5.018360384495573,15.833844120684159
1.2322520635999887,2.283133520440827
3.7436689468329307,4.99170923507878
1.4883605700319193,0.08231396634799482
1.3848995491439648,3.736746605722728
4.566223936114975,10.976477685171185
2.8318092164684585,6.588189460237888
1.1215798321572692,2.8466553742529737
2.4487572645688402,2.249463679664312
1.7046211248738132,2.3294188084341876
2.1862454374840006,3.146115099886593
2.4679592213224666,1.6958001814319215
2.2092614545022586,3.832070869171248
5.7444276862666666,25.265198562983652
1.9325925519992713,1.6667654768576565
2.210276357557502,2.7099701597486683
1.979914312095726,1.5849115742160553
4.974056517708242,16.74149363202516
4.856351733429729,14.794407758766583
2.6951489552435035,3.2703084687012436
4.875664116805573,15.234292034948558
4.047821669899484,6.774065336537285
3.507581473435998,7.87120214675317
5.037200775820312,12.978235237239875
2.197809453334862,2.1034465372407025
5.928252270553004,26.688453493201465
5.623468091392814,23.76363304913358
2.5230688458668533,4.5778405035549365
2.4607232426760905,1.9928204049337603
4.210158230771439,10.971727536862758
1.420699824975244,0.814748127570531
4.899377729288119,14.95853605684809
1.9242722776276353,1.798608866279395
1.1029224714790122,0.5578706515238705
4.1556931299863145,9.855549083530352
3.954464715941209,9.515144652162217
1.4683738391404624,0.0001
1.370223258670452,0.0001
5.330880728874676,22.12787692530899
1.8855533970352447,2.901314025981648
4.161529152967898,11.484945089433038
2.654490124263246,2.7002516509240984
2.933676731502687,5.134985925309034
4.861223846483287,13.735080606085766
4.225863952047249,12.1513253668253
3.0519146151781484,7.291950025381837
5.6836499436836725,23.351638347572198
2.2938999080000846,5.126522098388282
2.3567451588694794,4.3129820290298255
2.061695553391381,3.9755506766677122
5.769642885012937,22.994967147086705
3.7335513967163982,6.811884820087629
3.600340105889054,7.450959805271049
1.2904180608409974,3.1119662067935896
2.87791476319972,4.470106391620122
2.246461145744375,4.727560237988619
2.7837666334679465,2.078712715380774
2.81814801189647,4.805801124025405
2.1439908274581123,2.864417301177314
1.2038757077738196,0.667379110649578
1.1571459284336711,2.35930656163353
4.227361479535839,8.66007047646362
2.584610025781388,2.7563219321575123
2.1105390523536514,1.5947353880273352
4.777755692715243,13.901928927517401
1.5673676062029454,2.244957489985807
1.2261364445526903,4.317704958997361
4.037724259507192,7.33345783831313
3.542853455823514,5.490641955754963
5.546602010393911,21.41656048351159
2.0791051374842158,3.7296428370007004
4.854835899772805,17.675198816937915
2.121346547302799,2.0164206254481565
1.469909699204345,0.3958948973468768
4.114452379095001,8.322670437308386
5.462794992449889,20.925778950951358
4.803925243084487,12.732158784614063
3.4625884690943196,8.56464067118587
1.2573937562499466,0.0001
4.059264473611897,11.0542738988215
2.5212112147976886,4.567452369928908
3.137705091792748,6.2917900927946295
5.436063712881633,23.15848386905125
2.403861812204279,3.8706390301375864
5.143687545759647,17.32332187480559
5.0861110010060795,17.387326919128423
2.797455756098776,3.2082308280438303
3.5133951161443076,9.870357553438302
5.833274095218348,25.346531234337277
4.259806297513003,7.668034821297632
4.459475988463466,9.062768595082613
1.8718321450249573,3.3419700506852514
3.9541663028450538,7.904235297610703
4.11649063413779,11.783686552448987
3.8063859878474813,9.70809448785723
3.447263801387815,7.076456202992007
5.265047277336801,16.704783490568165
1.5793452976256486,4.225533865044692
2.9254886430096265,4.195126933887005
4.2481644952360735,11.263482827175773
5.697494707820946,25.551885518959935
3.3279900906623006,4.7328094195426464
2.7053317552512928,3.3488675857090358
3.841543016677358,5.627106180841523
2.8009532070563146,3.9747297046773817
5.609371175115584,21.914790781628664
5.502090285816652,22.561785176386227
3.611216300274022,9.798007704872145
3.993292420985183,8.963565236493311
4.03214529829795,10.057699026229223
1.0347606526559536,4.704332689239254
2.792328642721363,2.1615371888138295
3.4862425294619275,5.328210536068797
4.005575058716044,9.619747077804345
2.8385790152971677,5.679452063141872
4.512420419935546,8.891663605081128
5.386865359639777,20.382681921929308
